interp_domain_loss,interp_boundary_loss,interp_comb_loss,extrap_domain_loss,extrap_boundary_loss,extrap_comb_loss
0.02639848366379738,0.049773626029491425,0.0761721134185791,0.09574802219867706,0.04933489114046097,0.14508292078971863
0.029179466888308525,0.048816706985235214,0.07799617201089859,0.0657595545053482,0.049156416207551956,0.11491596698760986
0.031080588698387146,0.05222821608185768,0.08330880105495453,0.07390083372592926,0.0526784285902977,0.12657925486564636
0.028318405151367188,0.04418642446398735,0.07250483334064484,0.06641517579555511,0.04371322691440582,0.11012840270996094
0.029227374121546745,0.04653996601700783,0.07576733827590942,0.07128641754388809,0.04714315012097359,0.11842957139015198
0.03009711392223835,0.05668327584862709,0.08678039163351059,0.06502434611320496,0.05673189088702202,0.12175624072551727
0.03189820796251297,0.04814419895410538,0.08004240691661835,0.06970404088497162,0.04684693366289139,0.116550974547863
0.027468636631965637,0.03984842449426651,0.06731706112623215,0.10637469589710236,0.03963817283511162,0.14601287245750427
0.031270869076251984,0.05447034165263176,0.08574120700359344,0.07564806938171387,0.054331567138433456,0.12997964024543762
0.03503198176622391,0.058478839695453644,0.09351082146167755,0.059117693454027176,0.057917796075344086,0.11703549325466156
