interp_domain_loss,interp_boundary_loss,interp_comb_loss,extrap_domain_loss,extrap_boundary_loss,extrap_comb_loss,interp_l2,extrap_l2
0.0263984836637973,0.0497736260294914,0.0761721134185791,0.095748022198677,0.0493348911404609,0.1450829207897186,0.07708892226219177,0.04502537474036217
0.0291794668883085,0.0488167069852352,0.0779961720108985,0.0657595545053482,0.0491564162075519,0.1149159669876098,0.08166004717350006,0.04927060380578041
0.0310805886983871,0.0522282160818576,0.0833088010549545,0.0739008337259292,0.0526784285902977,0.1265792548656463,0.07232733070850372,0.0456245094537735
0.0283184051513671,0.0441864244639873,0.0725048333406448,0.0664151757955551,0.0437132269144058,0.1101284027099609,0.06959246844053268,0.0431145504117012
0.0292273741215467,0.0465399660170078,0.0757673382759094,0.071286417543888,0.0471431501209735,0.1184295713901519,0.07646267116069794,0.04360739141702652
0.0300971139222383,0.056683275848627,0.0867803916335105,0.0650243461132049,0.056731890887022,0.1217562407255172,0.06358228623867035,0.03375447168946266
0.0318982079625129,0.0481441989541053,0.0800424069166183,0.0697040408849716,0.0468469336628913,0.116550974547863,0.06652054935693741,0.0384439118206501
0.0274686366319656,0.0398484244942665,0.0673170611262321,0.1063746958971023,0.0396381728351116,0.1460128724575042,0.08070110529661179,0.04704822599887848
0.0312708690762519,0.0544703416526317,0.0857412070035934,0.0756480693817138,0.0543315671384334,0.1299796402454376,0.06677809357643127,0.037290994077920914
0.0350319817662239,0.0584788396954536,0.0935108214616775,0.0591176934540271,0.057917796075344,0.1170354932546615,0.055496685206890106,0.029064152389764786
