interp_domain_loss,interp_boundary_loss,interp_comb_loss,extrap_domain_loss,extrap_boundary_loss,extrap_comb_loss
0.021282004192471504,0.0034113433212041855,0.02469334751367569,0.607491672039032,0.0033673897851258516,0.6108590364456177
0.01895849220454693,0.003651486476883292,0.022609978914260864,0.20399120450019836,0.003806056920439005,0.20779725909233093
0.03453730046749115,0.010249646380543709,0.04478694498538971,0.36540156602859497,0.008910058997571468,0.374311625957489
0.04001554101705551,0.008642129600048065,0.04865767061710358,0.1303352266550064,0.007144007831811905,0.13747923076152802
0.015137509442865849,0.002191557316109538,0.01732906699180603,0.31125372648239136,0.0020504966378211975,0.31330421566963196
0.00951311457902193,0.002227832330390811,0.011740947142243385,0.4139045476913452,0.0021666965913027525,0.41607123613357544
0.011912491172552109,0.0022134038154035807,0.014125894755125046,0.17956212162971497,0.0021939033176749945,0.18175601959228516
0.05431699380278587,0.008006452582776546,0.062323447316884995,0.7345237731933594,0.007753938436508179,0.7422777414321899
0.007306813262403011,0.0006362547865137458,0.007943067699670792,0.269974946975708,0.0006119749741628766,0.27058690786361694
0.00626141345128417,0.00042063603177666664,0.006682049483060837,0.10081947594881058,0.000411257118685171,0.10123073309659958
0.008946139365434647,0.0010679748374968767,0.01001411397010088,1.0926593542099,0.0009401186252944171,1.0935994386672974
