interp_domain_loss,interp_boundary_loss,interp_comb_loss,extrap_domain_loss,extrap_boundary_loss,extrap_comb_loss
0.004267259035259485,0.00041677814442664385,0.004684037063270807,1.550033450126648,0.0004700848658103496,1.5505034923553467
0.003331858431920409,0.000359286495950073,0.003691144986078143,1.2300679683685303,0.00037255388451740146,1.2304404973983765
0.00524527532979846,0.0006505001801997423,0.005895775742828846,3.9346933364868164,0.0006869789795018733,3.935380220413208
0.003856476629152894,0.0014546639285981655,0.005311140790581703,1.415967345237732,0.00147012819070369,1.4174374341964722
0.002962391125038266,0.00039341591764241457,0.0033558071590960026,2.401012420654297,0.00038270591176114976,2.401395082473755
0.004479816183447838,0.0005194047116674483,0.004999220836907625,2.9446194171905518,0.0005457178922370076,2.9451651573181152
0.004351053386926651,0.0012038546847179532,0.005554907955229282,2.0693764686584473,0.001160903600975871,2.0705373287200928
0.003153197467327118,0.00037790508940815926,0.003531102556735277,2.539017915725708,0.00039134311373345554,2.5394091606140137
0.0022582642268389463,0.0005489293253049254,0.00280719343572855,2.6985511779785156,0.000544307753443718,2.6990954875946045
0.005444899667054415,0.0015502074966207147,0.006995107047259808,1.2694202661514282,0.0015499454457312822,1.2709702253341675
