interp_domain_loss,interp_boundary_loss,interp_comb_loss,extrap_domain_loss,extrap_boundary_loss,extrap_comb_loss
0.005682949908077717,0.000405777245759964,0.006088727153837681,2.443466901779175,0.000415948627050966,2.443882942199707
0.004041003528982401,0.12710580229759216,0.13114680349826813,0.5790677070617676,0.12660476565361023,0.7056725025177002
0.0026064482517540455,0.4006894528865814,0.4032959043979645,1.3994988203048706,0.40401342511177063,1.8035122156143188
0.0036433059722185135,0.005136202089488506,0.00877950806170702,4.772905349731445,0.004996050614863634,4.7779011726379395
0.0033851172775030136,0.0002965836029034108,0.003681700909510255,6.697656154632568,0.0003173469449393451,6.697973728179932
0.004130055196583271,0.0003073345869779587,0.00443738978356123,1.836862325668335,0.0003003438177984208,1.8371626138687134
0.006918405182659626,0.00023254210827872157,0.007150947116315365,1.227644920349121,0.00023666744527872652,1.2278815507888794
0.004043445456773043,0.0015883406158536673,0.005631785839796066,4.101160049438477,0.0016141313826665282,4.102774143218994
0.002735439920797944,0.0005266068037599325,0.0032620467245578766,6.182558059692383,0.0005388556164689362,6.183096885681152
0.006754003930836916,0.0014451717725023627,0.0081991758197546,3.429229736328125,0.001427895505912602,3.4306576251983643
