interp_domain_loss,interp_boundary_loss,interp_comb_loss,extrap_domain_loss,extrap_boundary_loss,extrap_comb_loss
0.02995925582945347,0.04778408631682396,0.07774334400892258,0.07472943514585495,0.04657721519470215,0.1213066503405571
0.0319468155503273,0.05280246585607529,0.08474928140640259,0.04974634572863579,0.05344725400209427,0.10319359600543976
0.02847248502075672,0.04666687175631523,0.0751393586397171,0.07139064371585846,0.04675987362861633,0.11815051734447479
0.02949688397347927,0.055283091962337494,0.08477997779846191,0.045454151928424835,0.05419972538948059,0.09965387731790543
0.03368857875466347,0.052884239703416824,0.08657281845808029,0.05101752281188965,0.05256468057632446,0.10358220338821411
0.03038831241428852,0.04844260588288307,0.07883092015981674,0.07286525517702103,0.04899128898978233,0.12185654044151306
0.02681412734091282,0.04679329693317413,0.0736074224114418,0.06762997061014175,0.04454995319247246,0.11217992007732391
0.027482585981488228,0.04796190932393074,0.07544449716806412,0.06118734925985336,0.0467279776930809,0.10791532695293427
0.030945397913455963,0.04218453913927078,0.07312993705272675,0.0624290406703949,0.04223104938864708,0.10466009378433228
0.0313662588596344,0.04442209750413895,0.07578835636377335,0.058646924793720245,0.04412069916725159,0.10276762396097183
