interp_domain_loss,interp_boundary_loss,interp_comb_loss,extrap_domain_loss,extrap_boundary_loss,extrap_comb_loss,interp_l2,extrap_l2
0.0382355973124504,0.0589767470955848,0.0972123444080352,0.0744978412985801,0.0572436414659023,0.1317414790391922,0.07066826522350311,0.047673147171735764
0.0307111144065856,0.0511363036930561,0.0818474143743515,0.0701565891504287,0.0497265383601188,0.1198831275105476,0.08325638622045517,0.05883627012372017
0.028499225154519,0.0499358549714088,0.0784350782632827,0.0710858404636383,0.0490755550563335,0.1201613992452621,0.0808972716331482,0.050833262503147125
0.0320115834474563,0.0548893436789512,0.0869009271264076,0.0657704249024391,0.0538875684142112,0.1196579933166503,0.07205110788345337,0.0419074110686779
0.0346139520406723,0.0622178763151168,0.0968318283557891,0.0751498267054557,0.0616802908480167,0.1368301212787628,0.06957395374774933,0.03679484501481056
0.0295152645558118,0.0488777458667755,0.0783930122852325,0.0723577737808227,0.0482414178550243,0.1205991953611373,0.07885866612195969,0.04457707330584526
0.0353989489376544,0.0515933334827423,0.0869922786951065,0.059457678347826,0.0493904575705528,0.1088481396436691,0.08757299929857254,0.05527674779295921
0.035398319363594,0.0520169138908386,0.0874152332544326,0.0649949833750724,0.0523078814148902,0.1173028647899627,0.06943804025650024,0.039101649075746536
0.0283132195472717,0.0502034500241279,0.0785166695713996,0.0796637907624244,0.0487834028899669,0.1284471899271011,0.07158976793289185,0.04406582936644554
0.0337380319833755,0.0588164962828159,0.0925545245409011,0.0618881098926067,0.0573652721941471,0.1192533820867538,0.07565256953239441,0.046333566308021545
