interp_domain_loss,interp_boundary_loss,interp_comb_loss,extrap_domain_loss,extrap_boundary_loss,extrap_comb_loss
0.03823559731245041,0.05897674709558487,0.09721234440803528,0.07449784129858017,0.05724364146590233,0.1317414790391922
0.030711114406585693,0.05113630369305611,0.0818474143743515,0.07015658915042877,0.049726538360118866,0.11988312751054764
0.02849922515451908,0.049935854971408844,0.07843507826328278,0.0710858404636383,0.04907555505633354,0.12016139924526215
0.03201158344745636,0.05488934367895126,0.08690092712640762,0.06577042490243912,0.05388756841421127,0.11965799331665039
0.0346139520406723,0.06221787631511688,0.09683182835578918,0.07514982670545578,0.06168029084801674,0.13683012127876282
0.029515264555811882,0.04887774586677551,0.07839301228523254,0.07235777378082275,0.04824141785502434,0.12059919536113739
0.035398948937654495,0.05159333348274231,0.0869922786951065,0.059457678347826004,0.049390457570552826,0.10884813964366913
0.035398319363594055,0.05201691389083862,0.08741523325443268,0.06499498337507248,0.05230788141489029,0.11730286478996277
0.02831321954727173,0.05020345002412796,0.07851666957139969,0.07966379076242447,0.048783402889966965,0.12844718992710114
0.03373803198337555,0.05881649628281593,0.09255452454090118,0.061888109892606735,0.05736527219414711,0.11925338208675385
