interp_domain_loss,interp_boundary_loss,interp_comb_loss,extrap_domain_loss,extrap_boundary_loss,extrap_comb_loss
0.020007219165563583,0.030810393393039703,0.05081761255860329,0.06611483544111252,0.030523007735610008,0.09663784503936768
0.02231012098491192,0.029346773400902748,0.05165689438581467,0.04546745494008064,0.02884451299905777,0.07431197166442871
0.02094932645559311,0.026530971750617027,0.047480300068855286,0.04314161092042923,0.025808041915297508,0.06894965469837189
0.017896385863423347,0.026883993297815323,0.04478038102388382,0.03836074098944664,0.026682766154408455,0.06504350900650024
0.02725391276180744,0.04762410372495651,0.0748780146241188,0.058530427515506744,0.04668109863996506,0.1052115261554718
0.01453404687345028,0.02083698660135269,0.03537103533744812,0.08490858227014542,0.020905818790197372,0.10581439733505249
0.023383667692542076,0.0377950444817543,0.06117871403694153,0.07238845527172089,0.03757546469569206,0.10996392369270325
0.014472009614109993,0.023184986785054207,0.0376569963991642,0.06637074053287506,0.022713495418429375,0.08908423781394958
0.01814904250204563,0.028169434517621994,0.046318478882312775,0.023592760786414146,0.027997754514217377,0.05159051716327667
0.02407490648329258,0.04443209618330002,0.06850700080394745,0.128435418009758,0.044238682836294174,0.17267410457134247
