interp_domain_loss,interp_boundary_loss,interp_comb_loss,extrap_domain_loss,extrap_boundary_loss,extrap_comb_loss,interp_l2,extrap_l2
0.0200072191655635,0.0308103933930397,0.0508176125586032,0.0661148354411125,0.03052300773561,0.0966378450393676,0.04387517273426056,0.030137548223137856
0.0223101209849119,0.0293467734009027,0.0516568943858146,0.0454674549400806,0.0288445129990577,0.0743119716644287,0.06512384116649628,0.022975979372859
0.0209493264555931,0.026530971750617,0.0474803000688552,0.0431416109204292,0.0258080419152975,0.0689496546983718,0.043992623686790466,0.01758318766951561
0.0178963858634233,0.0268839932978153,0.0447803810238838,0.0383607409894466,0.0266827661544084,0.0650435090065002,0.04036089405417442,0.015372853726148605
0.0272539127618074,0.0476241037249565,0.0748780146241188,0.0585304275155067,0.046681098639965,0.1052115261554718,0.036622483283281326,0.014059203676879406
0.0145340468734502,0.0208369866013526,0.0353710353374481,0.0849085822701454,0.0209058187901973,0.1058143973350524,0.037496816366910934,0.012305093929171562
0.023383667692542,0.0377950444817543,0.0611787140369415,0.0723884552717208,0.037575464695692,0.1099639236927032,0.06987729668617249,0.06294170022010803
0.0144720096141099,0.0231849867850542,0.0376569963991642,0.066370740532875,0.0227134954184293,0.0890842378139495,0.029086844995617867,0.016698237508535385
0.0181490425020456,0.0281694345176219,0.0463184788823127,0.0235927607864141,0.0279977545142173,0.0515905171632766,0.0522201731801033,0.02193533256649971
0.0240749064832925,0.0444320961833,0.0685070008039474,0.128435418009758,0.0442386828362941,0.1726741045713424,0.03256910294294357,0.010770413093268871
