interp_domain_loss,interp_boundary_loss,interp_comb_loss,extrap_domain_loss,extrap_boundary_loss,extrap_comb_loss,interp_l2,extrap_l2
0.0179972499608993,0.0284769162535667,0.046474166214466,0.0559381358325481,0.0292896665632724,0.0852278023958206,0.01728144846856594,0.02293943427503109
0.0154855502769351,0.0282633118331432,0.0437488630414009,0.0416735671460628,0.0281709134578704,0.0698444843292236,0.03915887326002121,0.02917259745299816
0.0148436538875103,0.0202155131846666,0.035059168934822,0.0783582851290702,0.0208115819841623,0.0991698652505874,0.032410793006420135,0.013339623808860779
0.0122439786791801,0.0223798975348472,0.0346238762140274,0.0331829451024532,0.0223057083785533,0.0554886534810066,0.03578074648976326,0.01871252804994583
0.01905576325953,0.0258210208266973,0.0448767840862274,0.0925914868712425,0.0256436578929424,0.1182351410388946,0.03622129559516907,0.012214777991175652
0.011783898808062,0.0169282220304012,0.0287121199071407,0.0421068854629993,0.0171473044902086,0.0592541918158531,0.02469486929476261,0.028533216565847397
0.0126235233619809,0.0178385190665721,0.0304620414972305,0.0973643735051155,0.0179418362677097,0.1153062134981155,0.051413871347904205,0.02723780646920204
0.0143265360966324,0.0214423742145299,0.035768911242485,0.1444569379091262,0.021285880357027,0.165742814540863,0.026876669377088547,0.00942934863269329
0.007569670677185,0.0123385749757289,0.019908245652914,0.1945430338382721,0.0123056499287486,0.2068486809730529,0.0362941138446331,0.011820620857179165
0.0131846787407994,0.0241008289158344,0.0372855067253112,0.0288224890828132,0.0240206141024827,0.0528431013226509,0.027310354635119438,0.008479470387101173
0.0166582781821489,0.022225396707654,0.0388836748898029,0.0581906847655773,0.0228026770055294,0.0809933617711067,0.04130943864583969,0.03319461643695831
0.015095118433237,0.0258836112916469,0.040978729724884,0.1512250304222107,0.0256289336830377,0.1768539696931839,0.026977423578500748,0.030256250873208046
0.0163716208189725,0.0264149811118841,0.0427866019308567,0.0324328914284706,0.0261220037937164,0.058554895222187,0.03269272670149803,0.011290701106190681
0.0114681730046868,0.0157732870429754,0.0272414609789848,0.4520745575428009,0.016005165874958,0.4680797159671783,0.03985099866986275,0.014094408601522446
0.0233074240386486,0.0338247306644916,0.0571321547031402,0.0606843270361423,0.0336249507963657,0.094309277832508,0.03018401563167572,0.010908457450568676
0.0133663453161716,0.0192743483930826,0.0326406955718994,0.2093323767185211,0.0193146616220474,0.2286470383405685,0.03142523020505905,0.011224289424717426
0.0196288917213678,0.0262018255889415,0.0458307191729545,0.0630415827035904,0.0256655327975749,0.0887071192264556,0.03791908919811249,0.029526598751544952
0.0126901157200336,0.0196179077029228,0.0323080234229564,0.0738265290856361,0.0195588916540145,0.0933854207396507,0.023590119555592537,0.00681967381387949
0.0117643792182207,0.0169665329158306,0.0287309121340513,0.0608521476387977,0.0173765309154987,0.0782286822795867,0.024104483425617218,0.0063417768105864525
0.0136844469234347,0.0220254361629486,0.0357098840177059,0.0776095613837242,0.0222393944859504,0.0998489558696746,0.030411729589104652,0.013853096403181553
