interp_domain_loss,interp_boundary_loss,interp_comb_loss,extrap_domain_loss,extrap_boundary_loss,extrap_comb_loss
0.017997249960899353,0.028476916253566742,0.046474166214466095,0.05593813583254814,0.029289666563272476,0.08522780239582062
0.0154855502769351,0.028263311833143234,0.04374886304140091,0.04167356714606285,0.028170913457870483,0.06984448432922363
0.0148436538875103,0.020215513184666634,0.03505916893482208,0.07835828512907028,0.02081158198416233,0.09916986525058746
0.012243978679180145,0.02237989753484726,0.034623876214027405,0.03318294510245323,0.02230570837855339,0.05548865348100662
0.019055763259530067,0.02582102082669735,0.04487678408622742,0.09259148687124252,0.02564365789294243,0.11823514103889465
0.011783898808062077,0.01692822203040123,0.028712119907140732,0.042106885462999344,0.017147304490208626,0.05925419181585312
0.012623523361980915,0.01783851906657219,0.03046204149723053,0.09736437350511551,0.017941836267709732,0.11530621349811554
0.01432653609663248,0.02144237421452999,0.035768911242485046,0.14445693790912628,0.021285880357027054,0.16574281454086304
0.007569670677185059,0.012338574975728989,0.019908245652914047,0.1945430338382721,0.012305649928748608,0.20684868097305298
0.013184678740799427,0.024100828915834427,0.03728550672531128,0.028822489082813263,0.024020614102482796,0.05284310132265091
0.016658278182148933,0.022225396707654,0.03888367488980293,0.058190684765577316,0.022802677005529404,0.08099336177110672
0.015095118433237076,0.025883611291646957,0.04097872972488403,0.1512250304222107,0.025628933683037758,0.1768539696931839
0.016371620818972588,0.026414981111884117,0.042786601930856705,0.03243289142847061,0.02612200379371643,0.05855489522218704
0.011468173004686832,0.015773287042975426,0.027241460978984833,0.4520745575428009,0.01600516587495804,0.46807971596717834
0.023307424038648605,0.03382473066449165,0.05713215470314026,0.06068432703614235,0.03362495079636574,0.09430927783250809
0.013366345316171646,0.01927434839308262,0.032640695571899414,0.20933237671852112,0.019314661622047424,0.22864703834056854
0.019628891721367836,0.026201825588941574,0.04583071917295456,0.0630415827035904,0.025665532797574997,0.08870711922645569
0.012690115720033646,0.01961790770292282,0.03230802342295647,0.07382652908563614,0.019558891654014587,0.09338542073965073
0.01176437921822071,0.016966532915830612,0.028730912134051323,0.06085214763879776,0.017376530915498734,0.07822868227958679
0.013684446923434734,0.02202543616294861,0.03570988401770592,0.07760956138372421,0.02223939448595047,0.09984895586967468
