interp_domain_loss,interp_boundary_loss,interp_comb_loss,extrap_domain_loss,extrap_boundary_loss,extrap_comb_loss,interp_l2,extrap_l2
0.0244339052587747,0.0363176129758358,0.0607515200972557,0.0616636425256729,0.0362619459629058,0.0979255884885788,0.039098843932151794,0.04296427592635155
0.038332212716341,0.0548131726682186,0.0931453853845596,0.0425626784563064,0.0539164654910564,0.0964791476726532,0.06548472493886948,0.03405201435089111
0.0227801110595464,0.0372493527829647,0.060029461979866,0.0621755048632621,0.0374605692923069,0.0996360778808593,0.05177098512649536,0.031620919704437256
0.0194233767688274,0.0309604462236166,0.0503838211297988,0.0621629767119884,0.0303647853434085,0.092527762055397,0.07646700739860535,0.04614218324422836
0.0279848724603652,0.0444984659552574,0.0724833384156227,0.0576590038836002,0.0432077012956142,0.1008667051792144,0.053944654762744904,0.02293805591762066
0.0282560978084802,0.0430236123502254,0.0712797120213508,0.0459434203803539,0.0414987169206142,0.0874421373009681,0.04369467496871948,0.01744867116212845
0.0261963959783315,0.0402792058885097,0.0664756000041961,0.0650796219706535,0.0397956185042858,0.104875236749649,0.061799466609954834,0.03005695343017578
0.0258574709296226,0.0402791686356067,0.0661366432905197,0.0824964940547943,0.0407030805945396,0.1231995746493339,0.06324080377817154,0.04372298717498779
0.0126209445297718,0.0272732265293598,0.0398941710591316,0.331114113330841,0.0273276641964912,0.3584417700767517,0.0572357103228569,0.027660777792334557
0.0296673271805048,0.0476005338132381,0.077267862856388,0.0426901616156101,0.0464858785271644,0.0891760438680648,0.05748521909117699,0.026751460507512093
