interp_domain_loss,interp_boundary_loss,interp_comb_loss,extrap_domain_loss,extrap_boundary_loss,extrap_comb_loss
0.024433905258774757,0.0363176129758358,0.06075152009725571,0.06166364252567291,0.036261945962905884,0.0979255884885788
0.03833221271634102,0.05481317266821861,0.09314538538455963,0.04256267845630646,0.05391646549105644,0.0964791476726532
0.02278011105954647,0.037249352782964706,0.06002946197986603,0.062175504863262177,0.0374605692923069,0.09963607788085938
0.01942337676882744,0.0309604462236166,0.05038382112979889,0.06216297671198845,0.030364785343408585,0.09252776205539703
0.027984872460365295,0.044498465955257416,0.07248333841562271,0.057659003883600235,0.04320770129561424,0.10086670517921448
0.028256097808480263,0.04302361235022545,0.07127971202135086,0.04594342038035393,0.04149871692061424,0.08744213730096817
0.026196395978331566,0.04027920588850975,0.06647560000419617,0.06507962197065353,0.03979561850428581,0.10487523674964905
0.02585747092962265,0.040279168635606766,0.06613664329051971,0.08249649405479431,0.04070308059453964,0.12319957464933395
0.012620944529771805,0.027273226529359818,0.03989417105913162,0.33111411333084106,0.02732766419649124,0.3584417700767517
0.0296673271805048,0.047600533813238144,0.07726786285638809,0.04269016161561012,0.04648587852716446,0.08917604386806488
